force,filtered_force,target_force,motor_speed,position,contact_point,spring,motor_state,screen_state
0.0070,0.0102,1.0000,6000.0000,5.2509,0.0000,5.2509,3,5
0.0056,0.0092,1.0000,6000.0000,5.5369,0.0000,5.5369,3,5
0.0044,0.0077,1.0000,6000.0000,5.8219,0.0000,5.8219,3,5
0.0071,0.0065,1.0000,6000.0000,6.1069,0.0000,6.1069,3,5
0.0103,0.0065,1.0000,6000.0000,6.3928,0.0000,6.3928,3,5
0.0124,0.0077,1.0000,6000.0000,6.6778,0.0000,6.6778,3,5
0.0140,0.0099,1.0000,6000.0000,6.9637,0.0000,6.9637,3,5
0.0109,0.0114,1.0000,6000.0000,7.2487,0.0000,7.2487,3,5
0.0095,0.0119,1.0000,6000.0000,7.5337,0.0000,7.5337,3,5
0.0077,0.0113,1.0000,6000.0000,7.8197,0.0000,7.8197,3,5
0.0077,0.0100,1.0000,6000.0000,8.1047,0.0000,8.1047,3,5
0.0094,0.0090,1.0000,6000.0000,8.3906,0.0000,8.3906,3,5
0.0083,0.0086,1.0000,6000.0000,8.6756,0.0000,8.6756,3,5
0.0083,0.0084,1.0000,6000.0000,8.9606,0.0000,8.9606,3,5
0.0069,0.0084,1.0000,6000.0000,9.2466,0.0000,9.2466,3,5
0.0048,0.0077,1.0000,6000.0000,9.5316,0.0000,9.5316,3,5
0.0055,0.0068,1.0000,6000.0000,9.8175,0.0000,9.8175,3,5
0.0080,0.0065,1.0000,6000.0000,10.1025,0.0000,10.1025,3,5
0.0099,0.0071,1.0000,6000.0000,10.3875,0.0000,10.3875,3,5
0.0107,0.0080,1.0000,6000.0000,10.6725,0.0000,10.6725,3,5
0.0099,0.0092,1.0000,6000.0000,10.9584,0.0000,10.9584,3,5
0.0074,0.0097,1.0000,6000.0000,11.2434,0.0000,11.2434,3,5
0.0052,0.0088,1.0000,6000.0000,11.5284,0.0000,11.5284,3,5
0.0041,0.0077,1.0000,6000.0000,11.8144,0.0000,11.8144,3,5
